id,name,vat,ref,street,street2,city,state,zip,country,full_address,parsed_building_name,parsed_floor_number,parsed_room_number,parsed_moo,parsed_soi,parsed_sub_district,parsed_district,parsed_province
1145,บริษัท ซีพีแอล กรุ๊ป จำกัด(มหาชน) CPL GROUP PUBLIC COMPANY LIMITED,0107537000289,False,สาขาที่00006:90/62 หมู่6 ถนนพหลโยธิน ตำบลเชียงรากน้อย อำเภอบางประอิน จังหวัดพระนครศรีอยุธยา,False,False,Phra Nakhon Si Ayutthaya (TH),13180,Thailand,สาขาที่00006:90/62 หมู่6 ถนนพหลโยธิน ตำบลเชียงรากน้อย อำเภอบางประอิน จังหวัดพระนครศรีอยุธยา Phra Nakhon Si Ayutthaya (TH),,,,06,,เชียงรากน้อย,บางประอิน,พระนครศรีอยุธยา
1155,บริษัท บางกอกโคมัตสุเซลส์ จำกัด,0115555006003,False,74 ม.2 ถ.พหลโยธิน ต.ห้วยบง อ.เฉลิมพระเกียรติ จ.สระบุรี,False,False,Saraburi (TH),18000,Thailand,74 ม.2 ถ.พหลโยธิน ต.ห้วยบง อ.เฉลิมพระเกียรติ จ.สระบุรี Saraburi (TH),,,,02,,ห้วยบง,เฉลิมพระเกียรติ,สระบุรี
1156,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) PTT Oil & Retail Public Company Limited,False,False,"555, ศูนย์เอนเนอร์ยี่คอมเพล็กซ์, อาคารบี ชั้นที่ 12",ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพ 10900,False,,False,,"555, ศูนย์เอนเนอร์ยี่คอมเพล็กซ์, อาคารบี ชั้นที่ 12 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพ 10900",บี ชั้นที่,12,,,,จตุจักร,จตุจักร,
1157,บริษัท ปัญญาสตีล(2005) จำกัด,0195548000771,False,"12/1,12/2 ม.1 ถ.เลี่ยงเมืองสระบุรี ต.ดาวเรือง อ.เมืองสระบุรี จ.สระบุรี",False,False,Saraburi (TH),18000,Thailand,"12/1,12/2 ม.1 ถ.เลี่ยงเมืองสระบุรี ต.ดาวเรือง อ.เมืองสระบุรี จ.สระบุรี Saraburi (TH)",,,,01,,ดาวเรือง,เมืองสระบุรี,สระบุรี
1158,บริษัท พงษ์ชลิต จำกัด,0105531046749,False,"91,93 ซอยเอกชัย 94 แยก 5 ถนนเอกชัย แขวงบางบอนเหนือ เขตบางบอน กรุงเทพมหานคร",False,False,Bangkok (TH),10150,Thailand,"91,93 ซอยเอกชัย 94 แยก 5 ถนนเอกชัย แขวงบางบอนเหนือ เขตบางบอน กรุงเทพมหานคร Bangkok (TH)",,,,,,บางบอนเหนือ,บางบอน,Bangkok (TH)
1160,บริษัท ฟาสท์-โกรวิ่ง โปรดักส์ จำกัด,0105539108310,False,39 ซ.รามอินทรา 65 แยก 2-4 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,False,False,Bangkok (TH),10230,Thailand,39 ซ.รามอินทรา 65 แยก 2-4 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร Bangkok (TH),,,,,,ท่าแร้ง,บางเขน,Bangkok (TH)
1162,"บริษัท มาเรียไฮดรอลิค นิวแมติกส์ ซัพพลาย จำกัด Maria Hydraulic Pneumatic Supply Co., Ltd.",0195544000131,False,413/11-12 ถนนมิตรภาพ ตำบลปากเพรียว อำเภอเมืองสระบุรี จ.สระบุรี,False,False,Saraburi (TH),18000,Thailand,413/11-12 ถนนมิตรภาพ ตำบลปากเพรียว อำเภอเมืองสระบุรี จ.สระบุรี Saraburi (TH),,,,,,ปากเพรียว,เมืองสระบุรี,สระบุรี
1165,"บริษัท ยิ่งเจริญสระบุรีสตีล จำกัด Yingcharoen Saraburi Steel Co., Ltd.",0195560002681,False,38 หมู่ 2 ถนนพหลโยธิน ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี,False,False,Saraburi (TH),18000,Thailand,38 หมู่ 2 ถนนพหลโยธิน ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี Saraburi (TH),,,,02,,ห้วยบง,เฉลิมพระเกียรติ,สระบุรี
1168,บริษัท วาวา แพค จำกัด,0105545034942,False,52 ม.3 ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140,False,False,์์์Nakhonratchasima (TH),30140,Thailand,52 ม.3 ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140 ์์์Nakhonratchasima (TH),,,,03,,สีคิ้ว,สีคิ้ว,นครราชสีมา
1169,"บริษัท วิศวภัณฑ์ (1992) จำกัด VISAVAPHAN (1992) CO., LTD",0195535000077,False,12/1 ถนนเทศบาล8(ริมทางไฟ)ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี,False,False,Saraburi (TH),18000,Thailand,12/1 ถนนเทศบาล8(ริมทางไฟ)ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี Saraburi (TH),,,,,,ปากเพรียว,เมือง,สระบุรี
1173,"บริษัท สยาม ซัน ออโต้เซลส์ จำกัด Siam Sun Auto Sales Co., Ltd.",0705551000803,False,เลขที่ 99 ม.2 ถ.บรมราชชนนี ต.ทรงคนอง อ.สามพราน จ.นครปฐม,False,PAK THO,Nakhon Pathom (TH),73210,Thailand,เลขที่ 99 ม.2 ถ.บรมราชชนนี ต.ทรงคนอง อ.สามพราน จ.นครปฐม PAK THO Nakhon Pathom (TH),,,,02,,ทรงคนอง,สามพราน,นครปฐม
1175,บริษัท สระบุรีสกรู จำกัด,0195556000491,False,88/27-28 ถนนสุดบรรทัด ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี 18000,False,False,,False,,88/27-28 ถนนสุดบรรทัด ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี 18000,,,,,,ปากเพรียว,เมือง,สระบุรี
1177,"บริษัท สุขพัฒน์(2006)จำกัด Sukkhapat (2006) Co., Ltd.",0195549000317,False,22/2 ซอย9 ถนนสุดบรรทัด ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี,False,False,Saraburi (TH),18000,Thailand,22/2 ซอย9 ถนนสุดบรรทัด ตำบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี Saraburi (TH),,,,,,ปากเพรียว,เมือง,สระบุรี
1188,บริษัท เลิศวิลัยแอนด์ซันส์ จำกัด,0105529045846,False,อาคารอภินรเศรษฐ์868 ถ.เพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร,False,False,Bangkok (TH),10160,Thailand,อาคารอภินรเศรษฐ์868 ถ.เพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร Bangkok (TH),อภินรเศรษฐ์868 ถ.เพชรเกษม,,,,,บางแคเหนือ,บางแค,Bangkok (TH)
1191,หจก.เอ็น.พี.วี.อีควิบเม้นท์,False,False,"464,466 ซอยกรุงธนบุรี แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร",False,False,Bangkok (TH),10600,Thailand,"464,466 ซอยกรุงธนบุรี แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร Bangkok (TH)",,,,,,บางลำภูล่าง,คลองสาน,Bangkok (TH)
1193,บริษัท แสงชัยมิเตอร์ จำกัด,0105525036435,False,888 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร,False,False,Bangkok (TH),10400,Thailand,888 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร Bangkok (TH),,,,,,สามเสนใน,พญาไท,Bangkok (TH)
1196,"บริษัท โอ.ซี.อาร์.จำกัด O.C.R. Co., Ltd.",0905548001215,False,2/2 หมู่ที่7 ตำบลคลองทราย อำเภอนาทวี จังหวัดสงขลา,False,False,Songkhla (TH),90160,Thailand,2/2 หมู่ที่7 ตำบลคลองทราย อำเภอนาทวี จังหวัดสงขลา Songkhla (TH),,,,07,,คลองทราย,นาทวี,สงขลา
1197,บริษัท ไซคลอพ แสตรป จำกัด Cyklop Strap Limited,0115554010341,False,"517 Moo 4 Bangpoo Industrial Estate,Soi 11B Pattana1Rd T.Prakasa,A.Muang,Samutprakarn",False,False,Samutprakarn (TH),10280,Thailand,"517 Moo 4 Bangpoo Industrial Estate,Soi 11B Pattana1Rd T.Prakasa,A.Muang,Samutprakarn Samutprakarn (TH)",,,,04,11B,Prakasa,Muang,Samutprakarn (TH)
1202,"บริษัท ซีอาร์ซี ไทวัสดุ จำกัด CRC Thai Watsadu Co.,Ltd.",0105555021215,False,88/9 หมู่ที่ 8 ตำบลตลิ่งชัน อำเภอเมืองสระบุรี จังหวัดสระบุรี 18110,False,False,,False,,88/9 หมู่ที่ 8 ตำบลตลิ่งชัน อำเภอเมืองสระบุรี จังหวัดสระบุรี 18110,,,,08,,ตลิ่งชัน,เมืองสระบุรี,สระบุรี
1205,บริษัท ดี.ดี.สแปร์พาร์ท แอนด์ เซอร์วิส จำกัด,False,False,9/42 ซอยเฉลิมพระเกียรติ ร.9 ซอย 38 แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร,False,False,Bangkok (TH),10250,Thailand,9/42 ซอยเฉลิมพระเกียรติ ร.9 ซอย 38 แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร Bangkok (TH),,,,,38,ดอกไม้,ประเวศ,Bangkok (TH)
1214,"บริษัท พี.เอ็น.อาร์ เอ็นจิเนียริ่ง จำกัด P.N.R. Engineering Co., Ltd.",False,False,338/196 ซอยลาดพร้าว 87 ถ.ลาดพร้าว แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร,False,False,Bangkok (TH),10310,Thailand,338/196 ซอยลาดพร้าว 87 ถ.ลาดพร้าว แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร Bangkok (TH),,,,,,วังทองหลาง,วังทองหลาง,Bangkok (TH)
1234,"บริษัท สุขอนันต์การไฟฟ้า จำกัด Sukhanan Electric Co., Ltd",0195552000705,False,78/7 ถ.สุดบรรทัด ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี 18000,False,False,,False,,78/7 ถ.สุดบรรทัด ต.ปากเพรียว อ.เมืองสระบุรี จ.สระบุรี 18000,,,,,,ปากเพรียว,เมืองสระบุรี,สระบุรี
1238,"บริษัท เอสโบ้ โฮมเวิลด์ จำกัด Esbo Company Home World Co., Ltd.",0195553000024,False,769/1 ถนนพหลโยธิน ตำบลปากเพรียว อำเภอเมืองสระบุรี จังหวัดสระบุรี 18000,False,False,,False,,769/1 ถนนพหลโยธิน ตำบลปากเพรียว อำเภอเมืองสระบุรี จังหวัดสระบุรี 18000,,,,,,ปากเพรียว,เมืองสระบุรี,สระบุรี
1241,บริษัท มูซาด้า จำกัด,0245559002257,False,11/1 หมู่3 ตำบลคลองเปรง อำเภอเมืองฉะเชิงเทรา จังหวัดฉะเชิงเทรา,False,False,Chachoengsao (TH),24000,Thailand,11/1 หมู่3 ตำบลคลองเปรง อำเภอเมืองฉะเชิงเทรา จังหวัดฉะเชิงเทรา Chachoengsao (TH),,,,03,,คลองเปรง,เมืองฉะเชิงเทรา,ฉะเชิงเทรา
1242,"บริษัท บอร์เนียว เทคนิเคิล(ประเทศไทย) จำกัด Borneo Technical (Thailand) co., ltd",0105504001047,False,89/175 ถ.วิภาวดีรังสิต แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร,False,False,Bangkok (TH),10210,Thailand,89/175 ถ.วิภาวดีรังสิต แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพมหานคร Bangkok (TH),,,,,,ตลาดบางเขน,หลักสี่,Bangkok (TH)
1243,บุญเรืองไดนาโม Boon Rueng Dynamo,3190100197861,False,22/8 หมู่ 2 ถนนมิตรภาพ ตำบลตลิ่งชัน อำเภอเมืองสระบุรี จังหวัดสระบุรี,False,False,,18000,,22/8 หมู่ 2 ถนนมิตรภาพ ตำบลตลิ่งชัน อำเภอเมืองสระบุรี จังหวัดสระบุรี,,,,02,,ตลิ่งชัน,เมืองสระบุรี,สระบุรี
1245,บริษัท มหาจักรทูลส์  อินดัสเตรียล โซลูชั่น จำกัด,0195563002593,False,99  หมู่3  ตำบลดาวเรือง อำเภอเมือง  จังหวัดสระบุรี,False,False,Saraburi (TH),18000,Thailand,99  หมู่3  ตำบลดาวเรือง อำเภอเมือง  จังหวัดสระบุรี Saraburi (TH),,,,03,,ดาวเรือง,เมือง,สระบุรี
1249,มิตรภาพคูลลิ่ง,3199900067278,False,3/14-15 ถนนมิตรภาพ ตำบลแก่งคอย  อำเภอแก่งคอย จังหวัดสระบุรี,False,False,Saraburi (TH),18110,Thailand,3/14-15 ถนนมิตรภาพ ตำบลแก่งคอย  อำเภอแก่งคอย จังหวัดสระบุรี Saraburi (TH),,,,,,แก่งคอย,แก่งคอย,สระบุรี
1272,หจก.เฮอร์คิวลิส ซีล,0193555001468,False,101/6/7 ถ.มิตรภาพ ต.ปากเพรียว อ.เมือง จ.สระบุรี,False,False,Saraburi (TH),18000,Thailand,101/6/7 ถ.มิตรภาพ ต.ปากเพรียว อ.เมือง จ.สระบุรี Saraburi (TH),,,,,,ปากเพรียว,เมือง,สระบุรี
1275,"หจก.ปัญจบวรอะไหล่ PANJABOWORN AHLAI LTD., PART",0193534001256,False,22/5 ถ.พหลโยธิน ต.ปากเพรียว อ.เมือง จ.สระบุรี,False,False,Saraburi (TH),18000,Thailand,22/5 ถ.พหลโยธิน ต.ปากเพรียว อ.เมือง จ.สระบุรี Saraburi (TH),,,,,,ปากเพรียว,เมือง,สระบุรี
1276,"หจก.มงคลพาณิชย์การเหล็ก Mongkol Commercial Steel Co., Ltd.",False,False,74/8-9 ซ.สุกร 2 ถ.ตรีมิตร แขวงตลาดน้อย เขต สัมพันธวงศ์ กรุงเทพ,False,False,Bangkok (TH),10100,Thailand,74/8-9 ซ.สุกร 2 ถ.ตรีมิตร แขวงตลาดน้อย เขต สัมพันธวงศ์ กรุงเทพ Bangkok (TH),,,,,,ตลาดน้อย,สัมพันธวงศ์,Bangkok (TH)
1281,หาญพานิชย์,3199800054590,False,282-284 ถนนสุดบรรทัด อำเภอแก่งคอย จังหวัดสระบุรี,False,False,,18110,,282-284 ถนนสุดบรรทัด อำเภอแก่งคอย จังหวัดสระบุรี,,,,,,,แก่งคอย,สระบุรี
1283,หจก.อิเลคทริคอล เอ็นจิเนียริ่ง แอนด์อิควิปเม้นท์,0103538032024,False,87/114 หมู่ 5ซอย สุขสวัสดิ์ 2 ถนน สุขสวัสดิ์ แขวงจอมทอง เขตจอมทอง กรุงเทพมหานคร,False,False,Bangkok (TH),10150,Thailand,87/114 หมู่ 5ซอย สุขสวัสดิ์ 2 ถนน สุขสวัสดิ์ แขวงจอมทอง เขตจอมทอง กรุงเทพมหานคร Bangkok (TH),,,,05,สุขสวัสดิ์ 2,จอมทอง,จอมทอง,Bangkok (TH)
1293,"บริษัท สระบุรีโสภาแก๊ส จำกัดLP GAS Sopa Gas Co.,Ltd.",0195562000147,False,96 หมู่ 6 ถนนโครงการทางหลวงท้องถิ่นสายตะกุด-ตลิ่งชัน ตำบลตะกุด อำเภอเมืองสระบุรี จังหวัดสระบุรี,False,False,Saraburi (TH),18000,Thailand,96 หมู่ 6 ถนนโครงการทางหลวงท้องถิ่นสายตะกุด-ตลิ่งชัน ตำบลตะกุด อำเภอเมืองสระบุรี จังหวัดสระบุรี Saraburi (TH),,,,06,,ตะกุด,เมืองสระบุรี,สระบุรี
1295,"บริษัท ซูพรีมแก๊ส จำกัด Supreme Gas co., ltd",0135561014667,False,49/253 หมู่6 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี,False,False,Pathum Thani (TH),12130,Thailand,49/253 หมู่6 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี Pathum Thani (TH),,,,06,,คูคต,ลำลูกกา,ปทุมธานี
1297,หจก.โรงพิมพ์​สระบุรี​,019351000143,False,พหลโยธิน​ ต.ปากเพรียว​ อ.เมือง​  สระบุรี​,False,​,,18000,,พหลโยธิน​ ต.ปากเพรียว​ อ.เมือง​  สระบุรี​ ​,,,,,,ปากเพรียว​,เมือง​,
1299,THAI ENERGY STORAGE TECHNOLOGY PUBLIC COMPANY LIMITED,0107563000312,False,False,"387 Moo. 4, Sukhumvit Road, Phraeksa Subdistrict, Mueang Samut Prakan District, Samut Prakan Province",MUEANG SAMUT PRAKAN,Samut Prakan (TH),10280,Thailand,"387 Moo. 4, Sukhumvit Road, Phraeksa Subdistrict, Mueang Samut Prakan District, Samut Prakan Province MUEANG SAMUT PRAKAN Samut Prakan (TH)",,,,,,,Prakan,Prakan
1300,"Thaihuawei Battery Co.,Ltd.",0105556184207,False,"88/1-3,88/5 Moo 8, Bowin Subdistrict",False,Sriracha,Chonburi (TH),20230,Thailand,"88/1-3,88/5 Moo 8, Bowin Subdistrict Sriracha Chonburi (TH)",,,,08,,,,Chonburi (TH)
