id,name,vat,ref,street,street2,city,state,zip,country,full_address,parsed_building_name,parsed_floor_number,parsed_room_number,parsed_moo,parsed_soi,parsed_sub_district,parsed_district,parsed_province
39,"ห้างหุ้นส่วนจำกัด เอโอ เมทัลส์ AO Metals Ltd.,Part.",0133555004165,False,(สำนักงานใหญ่) 91/96 หมู่ที่ 4 ตำบลพึงคำพร้อย,อำเภอลำลูกกา จังหวัดปทุมธานี  12150,False,,False,,(สำนักงานใหญ่) 91/96 หมู่ที่ 4 ตำบลพึงคำพร้อย อำเภอลำลูกกา จังหวัดปทุมธานี  12150 False,,,,04,,พึงคำพร้อย,ลำลูกกา,ปทุมธานี
40,"บริษัท เอสจี เอ็นเตอร์ไพรส์ เทรดดิ้ง จำกัด SG Enterprise Trading Co.,Ltd.",0115567035194,False,(สำนักงานใหญ่) 29/7 หมู่ 2 ตำบลไทรน้อย,อำเภอไทรน้อย  จังหวัดนนทบุรี 11150,False,,False,,(สำนักงานใหญ่) 29/7 หมู่ 2 ตำบลไทรน้อย อำเภอไทรน้อย  จังหวัดนนทบุรี 11150 False,,,,02,,ไทรน้อย,ไทรน้อย,นนทบุรี
41,"บริษัท ยอดเขา จำกัด  Yodkao Co., Ltd.",0105564158295,False,(สำนักงานใหญ่) 65/112 ซอยรามอินทรา 14 แขวงท่าแร้ง,เขตบางเขน   กรุงเทพมหานคร  10220,False,Bangkok (TH),10220,Thailand,(สำนักงานใหญ่) 65/112 ซอยรามอินทรา 14 แขวงท่าแร้ง เขตบางเขน   กรุงเทพมหานคร  10220 False Bangkok (TH),,,,,,ท่าแร้ง,บางเขน,Bangkok (TH)
42,"บริษัท เจเอ็น กรีน สแครป เทรดดิ้ง จำกัด JN Green Scrap Trading Co., Ltd.",0115567015665,False,(สำนักงานใหญ่) 121/2 หมู่ 10 ตำบลในคลองบางปลากด,อำเภอพระสมุทรเจดีย์  จังหวัดสมุทรปราการ  10290,False,,False,,(สำนักงานใหญ่) 121/2 หมู่ 10 ตำบลในคลองบางปลากด อำเภอพระสมุทรเจดีย์  จังหวัดสมุทรปราการ  10290 False,,,,10,,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
43,คุณณิชาณินันท์  เลขวัฒนะโรจน์ Miss Nichaninan Lekwatthanaroth (PS012),False,False,1139/615 ถนนเพชรเกษม แขวงบางแค,เขตบางแค  กรุงเทพมหานคร,False,,False,,1139/615 ถนนเพชรเกษม แขวงบางแค เขตบางแค  กรุงเทพมหานคร False,,,,,,บางแค,บางแค,
44,"บริษัท นิลเจริญ แอ็ดวานซ์ โซลูชั่น เทรดดิ้ง จำกัด Ninchareon Advance Solution Trading Co., Ltd.",0105551082082,False,(สำนักงานใหญ่) 114/5 หมู่ 6 ตำบลบางจาก,อำเภอพระประแดง  จังหวัดสมุทรปราการ 10130,False,,False,,(สำนักงานใหญ่) 114/5 หมู่ 6 ตำบลบางจาก อำเภอพระประแดง  จังหวัดสมุทรปราการ 10130 False,,,,06,,บางจาก,พระประแดง,สมุทรปราการ
45,"Yuasa Battery(Thailand) Public  Co.,Ltd.",0107537002672,False,"(Head Office) No. 164 Village No. 5, Soi Thesaban 55, Sukhumvit Road, Ban Mai Subdistrict","Mueang Samut Prakan District, Samut Prakan Province 10280",False,,False,,"(Head Office) No. 164 Village No. 5, Soi Thesaban 55, Sukhumvit Road, Ban Mai Subdistrict Mueang Samut Prakan District, Samut Prakan Province 10280 False",,,,,Thesaban 55,,Prakan,Prakan
46,"บริษัท ซูพรีมแก๊ส จำกัด  Supreme Gas Co.,Ltd.",0135561014667,False,(สำนักงานใหญ่) เลขที่ 49/253 หมู่ 6 ตำบลคูคต,อำเภอลำลูกกา จังหวัดปทุมธานี 12130,False,,False,,(สำนักงานใหญ่) เลขที่ 49/253 หมู่ 6 ตำบลคูคต อำเภอลำลูกกา จังหวัดปทุมธานี 12130 False,,,,06,,คูคต,ลำลูกกา,ปทุมธานี
47,"Thai Energy Storage Technology Public Co.,Ltd.",0107563000312,False,"(Head Office) No. 164 Village No. 5, Soi Thesaban 55, Sukhumvit Road, Ban Mai Subdistrict","Mueang Samut Prakan District, Samut Prakan Province 10280",False,,False,,"(Head Office) No. 164 Village No. 5, Soi Thesaban 55, Sukhumvit Road, Ban Mai Subdistrict Mueang Samut Prakan District, Samut Prakan Province 10280 False",,,,,Thesaban 55,,Prakan,Prakan
48,"บริษัท พีแอนด์เอส นาวิเกชั่น จำกัด P&S Navigation Co., Ltd.",0105544102910,False,(สำนักงานใหญ่) 143 ถนนอาจณรงค์ แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,False,กรุงเทพ,Bangkok (TH),10110,Thailand,(สำนักงานใหญ่) 143 ถนนอาจณรงค์ แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 False กรุงเทพ Bangkok (TH),,,,,,คลองเตย,คลองเตย,Bangkok (TH)
49,ร้านแสงวิชัยเครื่องกล Saeng Wichai Mechanical Shop,3100700519975,False,551 ถ.แสงชูโตใต้ ต.ปากแพรก,อ.เมือง  จ.กาญจนบุรี,False,,False,,551 ถ.แสงชูโตใต้ ต.ปากแพรก อ.เมือง  จ.กาญจนบุรี False,,,,,,ปากแพรก,เมือง,กาญจนบุรี
51,ASIA LITHARGE SDN BHD,False,False,"NO.1, LEBUH SULTAN MOHAMED 1, SELAT KLANG UTARA, 42000 PELABUHAN KLANG,","SELANGOR DARUL EHSAN, MALAYSIA",False,,False,Malaysia,"NO.1, LEBUH SULTAN MOHAMED 1, SELAT KLANG UTARA, 42000 PELABUHAN KLANG, SELANGOR DARUL EHSAN, MALAYSIA False",,,,,,,,
53,ห้างหุ้นส่วนจำกัด ประสิทธิ์บริการ,0713520000028,False,14/4 ม.8 ถ.แสงชูโต ต.แก่งเสี้ยน อ.เมือง จ.กาญนบุรี,False,False,,False,,14/4 ม.8 ถ.แสงชูโต ต.แก่งเสี้ยน อ.เมือง จ.กาญนบุรี False False,,,,08,,แก่งเสี้ยน,เมือง,กาญนบุรี
54,ลาดหญ้าค้าส่ง  Lat Ya Khasong,False,False,55/41 ม.9 ต.หนองบัว อ.เมือง จ.กาญจนบุรี,False,False,,False,,55/41 ม.9 ต.หนองบัว อ.เมือง จ.กาญจนบุรี False False,,,,09,,หนองบัว,เมือง,กาญจนบุรี
55,ข.ไข่เครื่องเขียน  Khor. Khai KruengKean,3760600322295,False,(สำนักงานใหญ่) 7-9 ถ.อู่ทอง ซอย 3 ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,(สำนักงานใหญ่) 7-9 ถ.อู่ทอง ซอย 3 ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,3,บ้านเหนือ,เมือง,กาญจนบุรี
56,"บริษัท มาเรีย ไฮดรอลิค นิวเมติกส์ ซัพพลาย จำกัด Maria Hydraulic Pneumatics Supply Co., Ltd.",0195544000131,False,(สำนักงานใหญ่) 413/11-12 ถนนมิตรภาพ ตำบลปากเพรียว,อำเภอเมืองสระบุรี จ.สระบุรี 18000,False,,False,,(สำนักงานใหญ่) 413/11-12 ถนนมิตรภาพ ตำบลปากเพรียว อำเภอเมืองสระบุรี จ.สระบุรี 18000 False,,,,,,ปากเพรียว,เมืองสระบุรี,สระบุรี
57,"บริษัท ดีเอสแอล เอเชีย-แปซิฟิก จำกัด DSL ASIA-Pacific Co., LTD.",0105531012682,False,(สาขาที่ 00003) 125 หมู่ 8 ตำบลคลองมะเดื่อ อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110,False,False,Samut Sakhon (TH),False,Thailand,(สาขาที่ 00003) 125 หมู่ 8 ตำบลคลองมะเดื่อ อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110 False False Samut Sakhon (TH),,,,08,,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร
58,บจ.ปัญญารักษา (branch 00002),0105548127011,False,199/1-3 หมุ่ 1 ถนนแสงชูโต,ตำบลวังด้ง  อำเภอเมือง กาญจนบุรี  71190,False,,False,,199/1-3 หมุ่ 1 ถนนแสงชูโต ตำบลวังด้ง  อำเภอเมือง กาญจนบุรี  71190 False,,,,,,วังด้ง,เมือง,
63,"บจก. สยามอินดัสเทรียล คอมพลีท Siam industrial complete Co., Ltd.",0105557111009,False,193 ซอยพระยามนธาตุฯ แยก35-3 แขวงคลองบางบอน เขตบางบอน กทม. 10150,False,False,,False,,193 ซอยพระยามนธาตุฯ แยก35-3 แขวงคลองบางบอน เขตบางบอน กทม. 10150 False False,,,,10150,,คลองบางบอน,บางบอน,
67,"บริษัท เอ็ม.วี.เอส เซอร์วิส ทีม จำกัด M.V.S Service Team Co.,Ltd.",0735563007662,False,(สำนักงานใหญ่) 112/3 หมู่ที่ 2 ต.ธรรมศาลา อ.เมือง จ.นครปฐม 73000,False,False,,False,,(สำนักงานใหญ่) 112/3 หมู่ที่ 2 ต.ธรรมศาลา อ.เมือง จ.นครปฐม 73000 False False,,,,02,,ธรรมศาลา,เมือง,นครปฐม
68,บริษัท เกรท ดิสทริบิวเทอร์ จำกัด (มหาชน) Great Distributor Public Company Limited.,0107559000222,False,(สำนักงานใหญ่) 337 ซอยประชาสันติ ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,False,กรุงเทพ,Bangkok (TH),10320,Thailand,(สำนักงานใหญ่) 337 ซอยประชาสันติ ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 False กรุงเทพ Bangkok (TH),,,,,,ห้วยขวาง,ห้วยขวาง,Bangkok (TH)
70,"Mr.Li, Guosheng",8101700007488,False,"141/506 Rama 9 Road, Huai Khwang Subdistrict, Huai Khwang District, Bangkok 10310",False,False,,False,,"141/506 Rama 9 Road, Huai Khwang Subdistrict, Huai Khwang District, Bangkok 10310 False False",,,,,,,Khwang,
72,ร้านอนันต์ เครื่องกรองน้ำ  Anan Waterfilter Store,3249900181592,False,156/9 ถ.แสงชูโตใต้ ต.ท่าล้อ อ.ท่าม่วง จ.กาญนจบุรี,False,False,,False,,156/9 ถ.แสงชูโตใต้ ต.ท่าล้อ อ.ท่าม่วง จ.กาญนจบุรี False False,,,,,,ท่าล้อ,ท่าม่วง,กาญนจบุรี
73,บริษัท ชัยยงสิน(ซี.เอส) จำกัด,False,False,22/8 ลาดกระพัง24  แขวงลาดกระบัง,เขตลาดกระบัง  กรุงเทพฯ  10520,False,,False,Thailand,22/8 ลาดกระพัง24  แขวงลาดกระบัง เขตลาดกระบัง  กรุงเทพฯ  10520 False,,,,,,ลาดกระบัง,ลาดกระบัง,
76,"บริษัท กาญจนบุรีค้าเหล็ก จำกัด Kanchanaburi Khalek Co., Ltd.",0715535000012,False,(สำนักงานใหญ่) 122 หมู่ที่ 3 ตำบลท่าล้อ,อำเภอท่าม่วง จังหวัดกาญจนบุรี  71110,False,,False,,(สำนักงานใหญ่) 122 หมู่ที่ 3 ตำบลท่าล้อ อำเภอท่าม่วง จังหวัดกาญจนบุรี  71110 False,,,,03,,ท่าล้อ,ท่าม่วง,กาญจนบุรี
77,สำนักงานประกันสังคม  Social Security Office,False,False,88/28 หมู่ 4 ถนนติวานนท์  ตำบลตลาดขวัญ,อำเภอเมือง  จังหวัดนนทบุรี 11000,False,,False,,88/28 หมู่ 4 ถนนติวานนท์  ตำบลตลาดขวัญ อำเภอเมือง  จังหวัดนนทบุรี 11000 False,,,,04,,ตลาดขวัญ,เมือง,นนทบุรี
78,"บริษัท เอ็มซี อินดัสเทรียลเคมีคัล จำกัด  MC Industrial Chemical Co., Ltd.",0105548127011,False,(สำนักงานใหญ่) 180-184 อาคารศรีกรุงวัฒนา  ถนนราชวงศ์ แขวงจักรวรรดิ,เขตสัมพันธวงศ์  กรุงเทพมหานคร 10100,False,,False,,(สำนักงานใหญ่) 180-184 อาคารศรีกรุงวัฒนา  ถนนราชวงศ์ แขวงจักรวรรดิ เขตสัมพันธวงศ์  กรุงเทพมหานคร 10100 False,ศรีกรุงวัฒนา  ถนนราชวงศ์,,,,,จักรวรรดิ,สัมพันธวงศ์,
79,"บริษัท ธนกาญจน์แก๊ส จำกัด  Thanakarn Gas Co.,Ltd.",0715555000131,False,(สำนักงานใหญ่) 28/2 หมู่ 1 ต.แก่งเสี้ยน,อ.เมือง จ.กาญจนบุรี 71000,False,,False,,(สำนักงานใหญ่) 28/2 หมู่ 1 ต.แก่งเสี้ยน อ.เมือง จ.กาญจนบุรี 71000 False,,,,01,,แก่งเสี้ยน,เมือง,กาญจนบุรี
81,สตาร์อะไหล่  Star Parts Shop,3719900234918,False,(สำนักงานใหญ่) 856/1 ถ.แสงชูโตใต้ ต.ปากแพรก อ.เมือง จ.กาญนบุรี 71000,False,False,,False,,(สำนักงานใหญ่) 856/1 ถ.แสงชูโตใต้ ต.ปากแพรก อ.เมือง จ.กาญนบุรี 71000 False False,,,,,,ปากแพรก,เมือง,กาญนบุรี
83,แท็กซี่,False,False,เบสท์,False,False,,False,,เบสท์ False False,,,,,,,,
84,บริษัท โตโยต้ากาญจนบุรี 1995 ผู้จำหน่ายโตโยต้า จำกัด,0715538000579,False,22 ม.1 ต.ท่าล้อ อ.ท่าม่วง จ.กาญจนบุรี 71000,False,False,,False,,22 ม.1 ต.ท่าล้อ อ.ท่าม่วง จ.กาญจนบุรี 71000 False False,,,,01,,ท่าล้อ,ท่าม่วง,กาญจนบุรี
85,"บริษัท ฟูลเฮาส์ 2003 จำกัด  Full House 2003 Co.,Ltd.",0715560002775,False,(สำนักงานใหญ่) 103/2 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,(สำนักงานใหญ่) 103/2 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,ท่ามะขาม,เมือง,กาญจนบุรี
86,บริษัท สเป็คซีล จำกัด (สำนักงานใหญ่),0105532042526,False,"268,270,272 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700",False,False,,False,,"268,270,272 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700 False False",,,,10700,,บางพลัด,บางพลัด,
87,คุณสรรสรัล,0105532042526,False,"268,270,272 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700",False,False,,False,,"268,270,272 ถนนสิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700 False False",,,,10700,,บางพลัด,บางพลัด,
88,นายนิรุตย์ กลั่นขำ,3700300269739,False,349 ม.1 ต.วังด้ง อ.เมือง จ.กาญจนบุรี 71190,False,False,,False,,349 ม.1 ต.วังด้ง อ.เมือง จ.กาญจนบุรี 71190 False False,,,,01,,วังด้ง,เมือง,กาญจนบุรี
89,"บริษัท ช้างบิน เอ็นเตอร์ไพรส์ จำกัด Flying Elephant Enterprise Co.,Ltd.",0125560022640,False,(สำนักงานใหญ่) ชั้น 2 เลขที่ 65 ม.18 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,False,False,,False,,(สำนักงานใหญ่) ชั้น 2 เลขที่ 65 ม.18 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150 False False,,2,,18,,บึงคำพร้อย,ลำลูกกา,ปทุมธานี
91,เอวี อิเล็คทรอนิคส์  AV Electronies,17199003855511,False,160/140 ถ.อู่ทองซอย 2 ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,160/140 ถ.อู่ทองซอย 2 ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,2,บ้านเหนือ,เมือง,กาญจนบุรี
95,ห้างหุ้นส่วนจำกัดโชคศิลาทองวัสดุก่อสร้าง  Choksilltong Construction Materials Limited Partnership.,0713561000073,False,120/2 ม.12 ต.วังด้ง อ.เมือง จ.กาญจนบุรี 71190,False,False,,False,,120/2 ม.12 ต.วังด้ง อ.เมือง จ.กาญจนบุรี 71190 False False,,,,12,,วังด้ง,เมือง,กาญจนบุรี
97,"BOOYEOUNG ENGINEERING CO., LTD.",False,False,"13, Emtibeui 4-ro 48beon-gil, Danwon-gu,","Ansan-si,, Geonggi-do (KOREA) 15658",False,,False,,"13, Emtibeui 4-ro 48beon-gil, Danwon-gu, Ansan-si,, Geonggi-do (KOREA) 15658 False",,,,,,,,
